koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,3.711013336,1.1920,3.31024,2.4989e+04,0.409001,0.38750,55.69,0.0473,1436.0,1003.75,6.558400,757.00,6338.00,4.256,1.2470
FALSE POSITIVE,2.976062980,0.3630,4.12400,7.2200e+01,0.007754,0.30442,5.65,0.0537,2615.0,11065.06,5.220000,17.80,5321.00,3.158,6.6690
FALSE POSITIVE,2.975860850,0.1170,4.51300,1.0590e+02,0.009317,0.28086,0.85,0.0379,1135.0,392.05,5.084900,9.10,5481.00,4.508,0.8350
FALSE POSITIVE,14.658013949,1.1410,3.03316,1.2964e+05,0.684799,8.43995,121.59,0.1146,855.0,126.35,45.770000,3361.50,5146.00,3.986,1.6260
FALSE POSITIVE,18.839487435,0.4210,5.62797,1.8272e+05,0.404260,2.14480,45.20,0.1426,734.0,68.54,34.268000,2003.10,6208.00,4.454,1.0240
FALSE POSITIVE,0.555973803,0.5630,1.27100,7.5300e+01,0.008239,1.48092,1.90,0.0131,3049.0,20544.64,2.890000,23.30,5445.00,3.776,2.1170
FALSE POSITIVE,4.426344495,0.6680,5.84235,2.7614e+05,0.584886,0.56942,78.30,0.0534,1316.0,709.74,8.386000,732.50,6228.00,4.277,1.2260
FALSE POSITIVE,0.957823876,0.9920,3.72320,1.0469e+05,0.499600,0.32696,110.91,0.0197,2649.0,11612.14,2.512000,454.10,5908.00,3.865,2.0330
FALSE POSITIVE,5.024768971,1.0380,3.82433,5.3046e+04,0.390263,0.61420,42.15,0.0573,1159.0,425.90,9.359000,696.50,6322.00,4.444,0.9890
FALSE POSITIVE,30.960216668,0.5800,15.43080,3.4041e+05,0.613905,0.24360,62.08,0.1813,527.0,18.30,23.110500,4578.30,5291.00,4.423,0.9260
FALSE POSITIVE,2.470283788,0.8040,7.83910,1.9383e+05,0.540267,0.11691,157.82,0.0451,2657.0,11792.22,3.353500,967.70,7823.00,3.885,2.6750
FALSE POSITIVE,1.235164160,0.6780,4.71300,6.4600e+01,0.007809,0.06073,0.92,0.0235,1866.0,2861.14,1.698000,13.00,6249.00,4.428,1.0760
FALSE POSITIVE,1.235134710,0.7160,5.44000,4.2800e+01,0.006415,0.04039,0.70,0.0225,1743.0,2172.96,1.482000,12.00,5930.00,4.436,0.9970
FALSE POSITIVE,0.890333100,0.3220,2.64300,1.3410e+02,0.010448,0.39491,20.96,0.0272,5714.0,251387.46,2.550000,10.80,4981.00,2.437,18.3740
FALSE POSITIVE,20.000242814,1.0040,5.00420,1.3138e+04,0.188658,0.34874,21.57,0.1488,746.0,73.09,19.464000,796.50,6373.00,4.438,1.0470
FALSE POSITIVE,10.217121652,0.7860,4.35647,2.0522e+05,0.550517,2.49680,81.10,0.0935,994.0,230.53,23.973000,3617.50,5931.00,4.196,1.3490
FALSE POSITIVE,0.618060842,0.9440,1.89200,2.5100e+01,0.005856,0.10820,0.51,0.0128,1854.0,2791.09,1.298000,9.60,5339.00,4.503,0.7930
FALSE POSITIVE,0.759764419,0.5450,5.72501,3.9327e+05,0.664601,0.24792,138.54,0.0170,2715.0,12833.03,1.963100,1728.10,5807.00,3.930,1.9090
CANDIDATE,2.652808200,0.4340,2.29700,1.5310e+02,0.011494,1.42242,1.17,0.0371,1280.0,633.57,8.090000,9.80,5778.00,4.480,0.9350
FALSE POSITIVE,21.539269242,0.9080,5.32432,1.4375e+05,0.520189,2.18471,53.00,0.1503,674.0,48.89,37.699250,2642.20,6136.00,4.487,0.9330
FALSE POSITIVE,5.270733213,0.4280,2.78220,2.9364e+05,0.512254,6.31874,37.93,0.0519,693.0,54.59,21.010000,553.00,4348.00,4.601,0.6780
CANDIDATE,2.431355420,0.1200,1.40100,1.2360e+02,0.010274,7.55666,1.07,0.0357,1422.0,965.40,13.320000,9.30,6231.00,4.488,0.9550
FALSE POSITIVE,12.423215800,0.2450,17.67000,2.6150e+02,0.014676,0.01851,1.30,0.1015,685.0,51.91,5.330000,23.60,5497.00,4.577,0.8090
FALSE POSITIVE,4.320693300,0.9730,50.68000,1.4790e+02,0.014734,0.00106,1.66,0.0535,1205.0,499.09,1.015120,35.70,6225.00,4.450,1.0310
FALSE POSITIVE,16.486796364,0.3090,7.06797,4.8943e+04,0.204880,0.62318,46.92,0.1334,1053.0,290.46,20.765500,3181.50,6020.00,3.860,2.0970
FALSE POSITIVE,5.776873400,0.9940,5.76200,7.1000e+01,0.013266,0.00329,3.13,0.0644,1399.0,905.00,1.797000,10.10,5473.00,3.796,2.1620
FALSE POSITIVE,20.148807707,0.2150,8.52557,5.2695e+05,0.683496,1.27855,68.52,0.1379,631.0,37.55,30.161500,3487.50,5547.00,4.447,0.9180
FALSE POSITIVE,0.687772143,1.1660,2.56725,4.0368e+04,0.454182,0.41871,46.27,0.0143,2097.0,4569.67,2.187700,679.80,5885.00,4.413,0.9330
FALSE POSITIVE,0.843651274,0.4050,2.80468,3.0545e+05,0.526784,1.15457,39.98,0.0153,1553.0,1371.12,3.515300,1509.30,5220.00,4.578,0.6950
FALSE POSITIVE,1.142946648,0.4790,3.40234,4.1255e+05,0.655143,1.07141,43.50,0.0181,1293.0,660.96,4.198000,1054.40,5058.00,4.651,0.6080
FALSE POSITIVE,7.217010987,1.2870,4.42150,7.8714e+04,0.678383,0.89425,89.71,0.0717,1096.0,341.36,13.503300,1307.00,6047.00,4.246,1.2110
FALSE POSITIVE,9.728696270,1.2740,5.62800,2.5220e+02,0.287894,0.00420,42.47,0.0982,1126.0,379.75,2.760000,19.10,6881.00,4.301,1.3510
FALSE POSITIVE,0.566791802,0.6790,2.20000,4.9300e+01,0.006819,0.27521,0.66,0.0134,2040.0,4113.39,1.672000,15.60,5691.00,4.544,0.8870
FALSE POSITIVE,2.245738777,0.3970,8.61629,4.8349e+05,0.691322,0.15249,99.05,0.0358,1737.0,2156.25,3.438490,2121.80,6508.00,4.287,1.3120
FALSE POSITIVE,2.245721170,0.5960,3.88000,4.8200e+01,0.006627,0.18497,0.74,0.0346,1479.0,1131.64,3.670000,13.60,6158.00,4.455,1.0260
FALSE POSITIVE,0.566801906,0.1550,1.62600,8.9700e+01,0.008589,1.18740,0.55,0.0111,1344.0,774.11,2.722000,27.00,4208.00,4.662,0.5830
FALSE POSITIVE,2.316171991,0.7000,4.03025,2.5148e+05,0.570473,0.86703,49.53,0.0328,1288.0,651.03,6.265000,2338.30,5932.00,4.580,0.7950
CANDIDATE,12.544742430,0.1850,1.24000,2.6310e+02,0.014829,55.16024,1.88,0.1062,840.0,117.90,77.100000,10.80,5767.00,4.316,1.1590
FALSE POSITIVE,0.566802080,,1.22000,,,0.07886,,,,392.81,,,,,
FALSE POSITIVE,0.566810701,0.9820,6.19000,2.0000e+02,0.018177,0.06071,1.49,0.0124,1921.0,3220.92,1.010200,45.90,5593.00,4.584,0.7520
FALSE POSITIVE,0.566813319,1.1960,3.75200,1.2910e+02,0.206142,0.10519,23.19,0.0140,2313.0,6742.52,1.213000,17.00,6108.00,4.466,1.0300
FALSE POSITIVE,28.787257509,0.5590,13.95300,4.9618e+04,0.209933,0.11075,91.26,0.2183,971.0,210.02,16.929000,1292.00,5154.00,3.461,3.9810
FALSE POSITIVE,0.835315046,1.2240,2.45449,1.6876e+04,0.405309,0.29215,30.54,0.0152,1490.0,1160.98,2.208800,939.50,5009.00,4.584,0.6900
CANDIDATE,3.075510680,0.0050,1.68300,4.6100e+01,0.006171,5.55594,0.84,0.0416,1389.0,879.95,14.060000,10.10,5763.00,4.256,1.2420
FALSE POSITIVE,26.016422500,1.1470,4.17680,4.1109e+04,0.436700,1.95481,61.04,0.1729,755.0,76.63,41.200000,285.40,6287.00,4.231,1.2800
CANDIDATE,6.293405430,0.4310,3.02400,9.6400e+01,0.009164,1.46270,1.08,0.0703,1072.0,312.61,14.520000,8.70,6214.00,4.442,1.0760
FALSE POSITIVE,593.195210000,0.6192,25.65000,2.2730e+02,0.014455,0.15391,1.63,1.3600,234.0,0.71,142.000000,7.10,6103.00,4.391,1.0300
FALSE POSITIVE,0.706430188,0.2880,1.30100,5.0800e+01,0.006559,2.51582,0.41,0.0129,1473.0,1116.90,4.050000,11.00,5037.00,4.689,0.5680
CANDIDATE,7.702172900,0.5090,3.98700,7.4600e+01,0.008061,0.67808,0.85,0.0754,888.0,147.24,12.860000,9.50,5618.00,4.449,0.9690
FALSE POSITIVE,0.784300610,0.6590,2.95200,2.5470e+02,0.015394,0.16809,1.14,0.0145,1566.0,1416.91,1.762000,20.50,5176.00,4.589,0.6810
FALSE POSITIVE,2.665875491,0.8780,7.59461,1.6139e+05,0.532779,0.11994,67.43,0.0389,1502.0,1199.89,3.558500,2274.70,6234.00,4.351,1.1590
FALSE POSITIVE,2.665831200,0.8640,5.77100,4.0800e+01,0.006683,0.02265,0.99,0.0375,1663.0,1807.48,2.040000,12.40,6276.00,4.170,1.3530
FALSE POSITIVE,1.576587400,1.0400,15.18000,2.9200e+01,0.045763,0.00867,15.68,0.0320,2946.0,17781.51,1.044000,27.90,6742.00,3.688,3.1380
CANDIDATE,2.525575820,0.3720,2.32000,3.5400e+01,0.005487,1.40573,0.62,0.0367,1364.0,818.81,7.800000,10.70,5821.00,4.421,1.0360
CANDIDATE,8.292755800,0.6346,4.78400,1.0330e+02,0.009775,0.31213,1.01,0.0807,927.0,174.36,10.430000,8.40,6146.00,4.497,0.9430
CANDIDATE,22.786522000,0.3817,2.19700,2.2830e+02,0.014069,15.02637,1.45,0.1584,661.0,45.26,74.400000,7.90,6146.00,4.497,0.9430
FALSE POSITIVE,28.027891356,0.6493,17.32690,2.4323e+05,0.526828,0.12058,31.30,0.1496,440.0,8.86,17.108000,2829.00,5231.00,4.721,0.5440
FALSE POSITIVE,2.028512246,0.8710,5.00309,1.2156e+05,0.449196,0.24310,50.28,0.0313,1542.0,1333.24,3.753000,1545.80,6105.00,4.412,1.0250
FALSE POSITIVE,1.332561670,0.4020,3.74300,5.9500e+01,0.006993,0.18716,0.63,0.0220,1326.0,727.84,2.600000,13.00,4895.00,4.502,0.8280
FALSE POSITIVE,1.332567821,0.4130,3.48440,3.1000e+01,0.005219,0.22438,0.96,0.0248,2395.0,7802.17,2.761649,5.00,6600.00,4.047,1.6810
FALSE POSITIVE,1.332545609,0.5820,3.99700,2.7820e+02,0.015757,0.12176,28.37,0.0330,5080.0,157611.61,2.250000,31.40,5154.00,2.435,16.4860
FALSE POSITIVE,1.332562560,0.1370,3.08800,1.7490e+02,0.011665,0.40362,16.03,0.0253,4529.0,99175.88,3.359000,11.90,4601.00,2.321,12.5810
FALSE POSITIVE,1.332589810,0.2230,3.98700,7.8400e+01,0.007995,0.18392,0.67,0.0223,1369.0,832.33,2.585000,16.10,5309.00,4.595,0.7630
FALSE POSITIVE,1.332583750,0.7460,4.08100,6.0900e+01,0.007733,0.07196,0.84,0.0243,1727.0,2096.92,1.890000,16.40,6108.00,4.471,0.9970
FALSE POSITIVE,8.964881300,1.2080,61.23000,4.5450e+02,0.228932,0.00045,28.97,0.0893,1040.0,276.30,1.241000,109.90,6543.00,4.382,1.1590
CANDIDATE,1.284241817,0.0290,1.96500,1.6650e+02,0.011768,1.50621,1.18,0.0232,1623.0,1643.57,5.080000,13.30,5849.00,4.517,0.9190
FALSE POSITIVE,2.161583501,0.7150,4.05370,5.0163e+04,0.222450,0.28774,29.61,0.0303,1646.0,1741.01,4.142200,239.20,5888.00,4.167,1.2190
CONFIRMED,8.739675800,0.9570,3.86600,1.4310e+03,0.047917,0.10144,3.29,0.0713,577.0,26.17,7.430000,15.60,4406.00,4.643,0.6280
FALSE POSITIVE,0.535493486,0.5660,2.57000,5.4000e+01,0.006960,0.23474,1.42,0.0144,3181.0,24045.87,1.527000,5.10,6328.00,4.035,1.8640
CANDIDATE,15.947424200,0.1178,1.12700,1.9170e+02,0.012609,95.62632,1.21,0.1138,670.0,47.65,108.700000,6.50,5472.00,4.440,0.8770
FALSE POSITIVE,24.261683827,0.8140,7.16170,1.9228e+05,0.544813,1.26330,58.48,0.1667,659.0,44.55,34.001410,5083.90,6151.00,4.473,0.9830
FALSE POSITIVE,32.532521502,0.2370,13.39910,8.3468e+04,0.266068,0.21976,24.35,0.1945,535.0,19.39,23.080300,1595.10,5845.00,4.558,0.8380
CANDIDATE,50.012200000,0.4840,3.42600,2.1040e+02,0.013480,7.40798,1.20,0.2436,432.0,8.23,99.300000,8.30,5357.00,4.503,0.8140
FALSE POSITIVE,4.627775175,1.2480,3.40790,5.6751e+03,0.341820,0.12881,32.62,0.0538,1039.0,275.68,5.260000,197.50,5845.00,4.541,0.8740
FALSE POSITIVE,28.785034700,0.2978,2.10200,1.0290e+02,0.009443,23.45857,2.50,0.2069,993.0,229.66,100.900000,6.20,6581.00,3.824,2.4200
CANDIDATE,5.606820010,0.1560,2.71400,1.5070e+02,0.011169,2.36408,1.04,0.0607,942.0,186.43,15.780000,9.90,5699.00,4.553,0.8530
FALSE POSITIVE,6.096030635,0.6420,18.45310,9.0166e+05,1.384397,0.10910,406.97,0.0816,1925.0,3246.20,5.984400,4885.30,7598.00,3.867,2.6920
FALSE POSITIVE,31.953038766,0.9070,8.04610,1.7703e+04,0.160651,0.19676,47.96,0.2176,864.0,131.55,21.980300,1364.90,5524.00,3.693,2.7340
FALSE POSITIVE,5.937170800,0.4778,4.95400,1.5710e+02,0.011641,0.29527,1.17,0.0603,945.0,188.41,8.190000,10.10,5475.00,4.426,0.9230
FALSE POSITIVE,0.577844035,1.1940,4.29100,3.2040e+02,0.212412,0.10306,18.93,0.0131,1980.0,3647.63,1.221000,94.00,5693.00,4.570,0.8160
FALSE POSITIVE,2.630090609,0.2850,13.68170,5.1693e+05,0.690150,0.05157,83.50,0.0357,1551.0,1371.02,2.661710,1694.60,6315.00,4.292,1.1080
FALSE POSITIVE,43.204596783,0.3990,15.04020,2.0249e+05,0.423955,0.27385,43.15,0.2426,519.0,17.15,30.008090,4750.20,6003.00,4.507,0.9320
FALSE POSITIVE,1.751478970,0.0080,7.89000,7.6700e+01,0.008101,0.03668,1.80,0.0337,2340.0,7086.50,1.812000,68.20,6823.00,4.040,2.0370
CANDIDATE,3.177964080,0.9010,0.54200,4.7700e+01,0.008110,15.73837,0.74,0.0392,1034.0,270.25,20.300000,6.00,5061.00,4.488,0.8410
CANDIDATE,3.665208440,0.0450,3.30800,6.5800e+01,0.007315,0.87641,0.82,0.0457,1168.0,439.57,8.540000,10.30,5579.00,4.389,1.0290
CANDIDATE,3.052934160,0.3280,2.15500,2.2750e+02,0.013736,2.28585,1.18,0.0394,1047.0,284.82,10.400000,10.10,5311.00,4.588,0.7880
CANDIDATE,12.834857000,0.2780,2.09200,2.9390e+02,0.015581,11.01726,1.73,0.1045,755.0,76.96,45.780000,9.40,5492.00,4.389,1.0160
CANDIDATE,36.253099200,0.7210,4.73000,1.5210e+02,0.012116,1.03589,1.43,0.2235,582.0,27.17,41.600000,8.30,6002.00,4.424,1.0810
CANDIDATE,4.023218420,0.3960,2.16200,8.1200e+01,0.008289,2.68751,0.48,0.0402,747.0,73.50,13.200000,9.80,4671.00,4.721,0.5280
CANDIDATE,7.501793400,0.2860,4.27100,1.3480e+02,0.010735,0.74255,1.32,0.0799,1046.0,283.25,13.020000,9.80,6321.00,4.417,1.1250
CANDIDATE,0.912351255,0.9560,1.07200,1.1180e+02,0.012879,0.30618,1.46,0.0179,1840.0,2705.58,2.380000,9.10,5481.00,4.369,1.0360
CANDIDATE,12.470111100,0.5690,3.61600,8.9700e+01,0.008943,1.28797,2.06,0.1126,1074.0,313.87,21.960000,9.30,5623.00,3.877,2.1090
FALSE POSITIVE,3.495457889,0.9650,6.97960,1.1462e+05,0.496613,0.14398,84.49,0.0524,2051.0,4186.71,4.530500,724.00,8529.00,4.249,1.5580
CANDIDATE,5.822981500,0.3950,2.80000,2.8160e+02,0.015533,1.83805,1.36,0.0609,914.0,165.12,14.880000,8.10,5704.00,4.575,0.8040
FALSE POSITIVE,4.016680150,0.9110,2.28280,3.8007e+04,0.255027,1.85476,22.11,0.0444,1016.0,252.13,11.650000,87.90,5448.00,4.497,0.7940
FALSE POSITIVE,1.891341560,0.7390,5.89100,6.8400e+01,0.008174,0.03518,0.99,0.0313,1673.0,1856.23,1.881000,10.30,6387.00,4.410,1.1050
FALSE POSITIVE,2.881100027,0.8290,9.43866,6.6283e+05,1.213101,0.28558,446.29,0.0496,2946.0,17809.19,5.004100,3316.50,8104.00,3.675,3.3690
FALSE POSITIVE,0.806277023,0.6970,7.27500,7.0800e+01,0.008208,0.03384,0.89,0.0174,2046.0,4119.09,1.052000,37.90,6122.00,4.471,0.9960
FALSE POSITIVE,0.513482156,0.0040,2.73200,9.1600e+01,0.008629,0.27876,0.83,0.0121,2072.0,4335.56,1.572000,12.60,5495.00,4.495,0.8820
FALSE POSITIVE,225.667160000,0.3037,16.60000,3.4290e+02,0.017177,0.38098,1.94,0.7461,331.0,2.82,100.800000,11.70,6363.00,4.444,1.0350
FALSE POSITIVE,4.247488860,0.2420,3.05300,1.2100e+02,0.010053,1.19355,1.01,0.0520,1079.0,319.94,10.440000,10.00,5807.00,4.524,0.9220
FALSE POSITIVE,1.000012952,0.0970,1.22100,3.6000e+01,0.005392,4.70461,2.12,0.0230,2858.0,15781.19,6.290000,11.90,5176.00,3.534,3.6050
FALSE POSITIVE,0.878803439,0.4670,2.74503,4.1072e+05,0.645784,1.56364,51.97,0.0162,1347.0,775.90,3.996600,524.80,4524.00,4.566,0.7370
FALSE POSITIVE,1.560158562,0.7120,3.42480,2.4016e+05,0.561344,0.94506,45.91,0.0236,1223.0,530.79,4.954000,459.90,4926.00,4.548,0.7490
FALSE POSITIVE,34.188302705,0.9570,3.01179,1.1844e+05,0.507247,16.65950,74.50,0.1990,660.0,44.91,100.970000,2594.90,5757.00,4.134,1.3450
FALSE POSITIVE,8.653039960,0.3690,1.09100,4.9700e+02,0.020507,48.38249,1.88,0.0787,764.0,80.51,57.600000,14.70,5301.00,4.528,0.8400
FALSE POSITIVE,8.653119030,0.7010,1.27300,2.0680e+02,0.014108,13.95945,0.85,0.0680,493.0,13.95,38.100000,8.90,3929.00,4.705,0.5500
FALSE POSITIVE,12.425381200,0.1583,19.78100,1.1530e+02,0.009789,0.01375,1.14,0.1075,823.0,108.46,4.823000,26.80,5925.00,4.412,1.0660
FALSE POSITIVE,12.425559990,0.9066,28.08300,2.9648e+03,0.061347,0.00113,4.72,0.0924,599.0,30.49,2.097000,122.00,4922.00,4.576,0.7040
FALSE POSITIVE,12.425744200,0.9630,29.12200,9.3600e+02,0.035212,0.00049,8.43,0.1339,1551.0,1369.63,1.587000,49.60,8691.00,4.072,2.1930
FALSE POSITIVE,12.425424100,0.9380,24.98000,3.7890e+02,0.022225,0.00074,2.17,0.1046,755.0,76.90,1.821000,36.00,5853.00,4.529,0.8950
FALSE POSITIVE,2.991884392,0.4960,7.55830,1.2388e+05,0.335774,0.12078,40.11,0.0419,1486.0,1154.88,3.851900,1280.30,6596.00,4.400,1.0940
FALSE POSITIVE,1.795273026,0.9350,7.32320,1.2542e+05,0.500082,0.09036,55.26,0.0296,1642.0,1714.88,2.487700,877.80,6363.00,4.456,1.0120
FALSE POSITIVE,0.755109271,0.4041,2.61900,2.3200e+01,0.004451,0.32311,0.47,0.0153,1961.0,3494.52,2.136000,12.90,5606.00,4.390,0.9620
FALSE POSITIVE,0.755101141,0.5230,3.37100,7.6700e+01,0.008231,0.14841,0.19,0.0092,680.0,50.92,1.648000,13.40,3256.00,5.071,0.2070
FALSE POSITIVE,1.752515850,0.7380,3.48900,1.2590e+02,0.011095,0.13235,1.02,0.0278,1447.0,1035.27,2.780000,14.20,5952.00,4.554,0.8440
FALSE POSITIVE,1.752450163,0.7280,3.02550,5.5500e+01,0.007340,0.20005,0.79,0.0267,1552.0,1372.36,3.190491,3.40,5779.00,4.364,0.9900
FALSE POSITIVE,8.279231320,0.1870,2.35500,1.6490e+02,0.011679,5.25536,1.08,0.0786,815.0,104.49,26.700000,10.90,5631.00,4.557,0.8470
FALSE POSITIVE,2.212877035,0.5180,4.66961,3.7620e+05,0.633509,0.71699,69.18,0.0324,1507.0,1221.98,5.704100,2731.00,6153.00,4.405,1.0000
FALSE POSITIVE,0.845097627,0.7170,1.87300,8.6500e+01,0.009161,0.45642,0.78,0.0167,1584.0,1496.92,2.580000,10.70,5252.00,4.593,0.7830
FALSE POSITIVE,17.445640466,0.5880,6.08966,3.3416e+05,0.614952,2.21982,63.46,0.1311,682.0,51.15,32.931000,4093.90,5759.00,4.481,0.9450
FALSE POSITIVE,14.313157391,0.0040,8.90236,2.1567e+04,0.134636,0.25076,34.98,0.1170,1144.0,404.48,13.951600,4262.90,5750.00,3.703,2.3790
FALSE POSITIVE,0.676990194,1.2230,1.69459,2.0506e+04,0.420848,0.69114,37.50,0.0146,1919.0,3192.15,2.558000,997.00,5813.00,4.568,0.8160
FALSE POSITIVE,0.515875396,0.9500,1.21000,1.7730e+03,0.047936,0.07150,7.22,0.0138,3189.0,24441.10,1.001900,9.10,7229.00,4.278,1.3800
FALSE POSITIVE,2.834017110,0.2794,5.93800,8.4200e+01,0.008490,0.10883,0.93,0.0399,1381.0,859.57,3.590000,11.50,6247.00,4.458,1.0020
FALSE POSITIVE,0.566803996,0.1230,3.39900,1.4160e+02,0.010722,0.17032,0.64,0.0111,1350.0,786.10,1.425000,23.40,4373.00,4.722,0.5440
FALSE POSITIVE,0.566811180,,2.06000,,,,,,,,,,,,
FALSE POSITIVE,0.566799927,0.1880,4.71000,1.4510e+02,0.010897,0.08660,0.77,0.0120,1649.0,1738.27,1.137000,28.90,5092.00,4.671,0.6450
FALSE POSITIVE,0.566786121,0.5910,3.40400,8.1800e+01,0.008583,0.12868,0.79,0.0131,1984.0,3678.65,1.297700,14.00,5603.00,4.556,0.8460
FALSE POSITIVE,0.566797970,0.1760,4.50300,7.2600e+01,0.007640,0.09283,0.65,0.0128,1799.0,2467.38,1.164000,14.00,5230.00,4.594,0.7770
FALSE POSITIVE,0.566802891,0.6280,1.86100,4.9200e+01,0.006762,0.46464,1.29,0.0148,3111.0,22107.66,1.991000,14.40,6487.00,4.080,1.7480
CANDIDATE,0.576732089,0.5180,1.85600,3.5400e+01,0.005496,0.58152,0.43,0.0121,1537.0,1316.33,2.170000,9.10,4524.00,4.576,0.7170
FALSE POSITIVE,1.018849750,0.2737,3.23300,3.0900e+01,0.005142,0.25581,0.47,0.0193,1754.0,2238.64,2.412000,14.80,6068.00,4.568,0.8290
CANDIDATE,10.927975500,0.0956,2.48600,7.1500e+01,0.007748,6.05849,0.81,0.0976,834.0,114.42,33.700000,7.30,6045.00,4.494,0.9550
FALSE POSITIVE,32.440339204,0.6450,4.50984,2.8760e+05,0.586321,9.08408,44.56,0.1742,448.0,9.52,79.650000,2177.00,5081.00,4.578,0.6960
FALSE POSITIVE,0.552141897,1.0910,4.98500,1.0560e+02,0.101732,0.08223,10.04,0.0128,2206.0,5602.43,1.098400,42.80,5952.00,4.486,0.9040
FALSE POSITIVE,2.623872910,0.4900,4.61248,2.3247e+05,0.465605,0.61632,74.23,0.0401,1790.0,2430.91,6.075910,2607.60,6728.00,4.206,1.4600
FALSE POSITIVE,0.755098610,1.0910,2.64230,6.0334e+04,0.458574,0.48542,60.74,0.0155,2359.0,7285.15,2.446000,385.40,6038.00,4.206,1.2130
FALSE POSITIVE,3.671661096,0.9230,4.29947,1.2924e+05,0.499517,0.66416,105.82,0.0526,1967.0,3539.43,7.793160,3152.60,7343.00,4.020,1.9400
FALSE POSITIVE,22.673145675,0.6050,6.63240,6.5411e+04,0.245552,0.84722,30.92,0.1515,684.0,51.67,28.448200,912.00,5619.00,4.269,1.1530
FALSE POSITIVE,0.509483060,0.3535,3.14000,7.4600e+01,0.008052,0.00420,1.22,0.0119,3024.0,19778.63,0.386000,8.00,6344.00,4.091,1.3900
FALSE POSITIVE,17.329965871,0.7050,8.43812,2.5272e+05,0.570845,0.67550,42.58,0.1141,548.0,21.34,22.052000,1938.70,5079.00,4.588,0.6830
FALSE POSITIVE,1.890227354,0.9570,3.85500,1.1226e+05,0.493645,0.46727,42.05,0.0285,1236.0,551.66,4.452000,252.00,5356.00,4.589,0.7800
FALSE POSITIVE,1.387206724,0.8560,3.82527,1.5143e+05,0.500000,0.45506,103.41,0.0279,2619.0,11126.98,3.590600,1752.60,7207.00,4.060,1.8940
FALSE POSITIVE,1.387182090,0.2800,2.59500,4.5500e+01,0.006227,0.62783,0.68,0.0249,1707.0,2011.41,4.000000,7.20,6122.00,4.471,0.9960
FALSE POSITIVE,35.026564845,0.7770,2.90121,1.2025e+05,0.394370,18.78288,34.88,0.2024,489.0,13.56,106.799000,1607.20,5546.00,4.575,0.8100
CANDIDATE,7.918267000,0.2190,3.47800,8.3700e+01,0.008395,1.51601,0.93,0.0774,953.0,195.36,17.130000,8.40,5966.00,4.418,1.0160
FALSE POSITIVE,3.138580493,0.6190,4.16343,2.3334e+05,0.500905,0.96072,59.24,0.0402,1281.0,635.61,7.938000,2387.80,5593.00,4.311,1.0830
FALSE POSITIVE,9.261476790,,1.77000,,,,,,,,,,,,
FALSE POSITIVE,581.072300000,88.7243,15.81000,1.3642e+03,87.751617,13.62874,161858.00,2.0345,639.0,39.36,624.000000,15.90,5026.00,2.504,16.8910
CANDIDATE,10.217058900,0.1320,2.25900,1.2130e+02,0.010155,7.51110,1.17,0.0916,929.0,176.34,34.600000,7.90,6211.00,4.384,1.0540
FALSE POSITIVE,3.504742650,1.0490,8.28520,8.8625e+04,0.498009,0.07585,200.24,0.0576,2689.0,12355.55,3.665500,977.20,7624.00,3.622,3.6820
FALSE POSITIVE,2.143440930,0.6860,3.97410,1.3332e+05,0.375283,0.51712,28.69,0.0296,1033.0,269.48,5.008000,645.90,4817.00,4.624,0.7000
CANDIDATE,86.954320880,,12.11000,,,,,,,,,,,,
FALSE POSITIVE,9.058487716,0.2130,4.14334,1.2797e+05,0.327827,2.42263,20.51,0.0702,547.0,21.15,21.904000,2098.90,4340.00,4.671,0.5730
FALSE POSITIVE,2.856085147,0.8410,4.57760,1.7384e+05,0.531206,0.55331,88.52,0.0428,1739.0,2164.00,6.202300,422.10,6604.00,4.178,1.5260
FALSE POSITIVE,0.876941133,0.3860,1.29600,7.3500e+01,0.007986,2.82494,0.85,0.0183,1938.0,3332.14,4.860000,12.30,6018.00,4.485,0.9750
FALSE POSITIVE,39.238141571,0.4590,6.07183,4.3921e+05,0.674816,6.17905,90.93,0.2432,656.0,43.69,79.523000,969.30,6599.00,4.350,1.2340
FALSE POSITIVE,53.740657500,0.3860,47.24750,1.1672e+05,0.316079,0.00863,25.44,0.2531,398.0,5.93,10.962800,3568.10,5288.00,4.577,0.7370
FALSE POSITIVE,7.436016459,0.4330,4.16284,1.0653e+05,0.308055,1.64149,31.39,0.0748,968.0,207.61,16.866000,742.10,6214.00,4.501,0.9330
FALSE POSITIVE,0.750737313,0.4630,1.71200,3.8800e+01,0.005752,0.97291,0.48,0.0153,1603.0,1558.69,3.070000,13.40,5151.00,4.602,0.7610
CANDIDATE,27.583777800,0.0221,1.51600,2.0250e+02,0.012769,69.35567,11.03,0.2257,1330.0,739.57,140.800000,8.50,5092.00,2.945,7.9130
FALSE POSITIVE,14.361021578,0.0030,13.28950,4.5988e+05,0.629284,0.22484,45.90,0.1007,594.0,29.44,13.483300,2599.00,5229.00,4.607,0.6680
FALSE POSITIVE,2.570431263,1.0540,5.49699,7.6826e+04,0.473278,0.16642,50.18,0.0370,1411.0,936.90,3.873600,822.90,6244.00,4.473,0.9710
