koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_srad
FALSE POSITIVE,6.640244960,0.7560,6.03491,2.2433e+05,0.560736,0.65748,74.40,0.0705,1114.0,364.44,11.529160,2941.00,6085.00,4.293,1.2150
FALSE POSITIVE,14.844240386,0.2750,6.83577,8.3412e+04,0.268530,0.74590,28.97,0.1111,810.0,101.98,20.557900,4542.80,6161.00,4.367,0.9880
FALSE POSITIVE,4.421580210,1.1460,10.45320,6.1032e+04,0.499778,0.03727,188.89,0.0659,2565.0,10243.23,3.377000,370.60,8026.00,3.650,3.4610
FALSE POSITIVE,25.321698729,0.9540,4.45367,1.1959e+05,0.503850,3.80387,56.62,0.1744,655.0,43.39,50.519000,673.30,6109.00,4.455,1.0290
CANDIDATE,3.147357890,0.0300,3.64300,5.1800e+01,0.006417,0.56522,3.45,0.0529,2209.0,5635.40,6.660000,9.30,5189.00,3.352,4.9300
FALSE POSITIVE,37.878483588,0.7630,10.59720,2.2223e+05,0.560770,0.67831,46.42,0.2084,503.0,15.19,37.192000,1157.60,5985.00,4.603,0.7580
FALSE POSITIVE,10.116144515,0.8790,2.70314,5.8144e+04,0.303606,3.86000,17.21,0.0744,549.0,21.56,27.540000,1144.80,4717.00,4.737,0.5190
FALSE POSITIVE,0.684496369,0.5010,2.26300,2.8400e+01,0.004997,0.39390,1.12,0.0158,2913.0,17099.50,2.137000,16.30,5800.00,3.866,2.0530
FALSE POSITIVE,1.953285321,1.3120,1.67598,1.5203e+03,0.353327,0.16685,151.56,0.0371,2927.0,17363.68,3.230000,237.70,6450.00,3.501,3.9280
FALSE POSITIVE,1.012174295,0.5960,4.66170,3.2303e+05,0.610513,0.36554,114.40,0.0218,2737.0,13215.77,2.705200,596.00,6987.00,4.096,1.7160
CANDIDATE,2.610902230,0.8130,1.97600,2.2250e+02,0.015351,0.66319,1.80,0.0362,1323.0,724.16,6.210000,10.70,5514.00,4.345,1.0710
CANDIDATE,17.663797900,0.6950,6.19400,6.7900e+01,0.008026,0.24506,2.98,0.1569,1178.0,455.65,15.930000,9.70,5734.00,3.591,3.4050
CANDIDATE,4.026646250,0.0940,3.77100,3.0000e+01,0.005015,0.63921,0.68,0.0530,1318.0,715.51,8.180000,8.90,6187.00,4.341,1.2380
CANDIDATE,5.177722600,0.0250,8.27500,4.1700e+01,0.005867,0.08020,0.63,0.0592,1050.0,287.44,4.840000,6.10,5854.00,4.469,0.9790
CANDIDATE,9.488147470,0.5693,1.16300,4.7900e+01,0.006578,29.11492,0.73,0.0871,856.0,126.75,51.700000,11.10,5680.00,4.414,1.0160
CANDIDATE,5.069932450,0.3584,3.24100,9.3600e+01,0.008950,1.05908,0.92,0.0583,1053.0,291.11,11.290000,11.60,5957.00,4.506,0.9370
FALSE POSITIVE,346.366420000,0.4500,14.94000,1.4820e+02,0.011407,0.65147,1.57,0.9944,314.0,2.30,160.500000,14.30,6327.00,4.276,1.2590
FALSE POSITIVE,0.515541110,,0.87000,,,,,,,,,,,,
FALSE POSITIVE,0.892061734,1.0790,2.24307,7.5590e+04,0.500750,0.93714,46.75,0.0173,1724.0,2090.54,3.403400,398.10,5561.00,4.512,0.8550
FALSE POSITIVE,3.471399214,1.0140,5.07707,9.2285e+04,0.485917,0.30566,89.62,0.0492,1558.0,1390.76,5.796000,3230.40,6026.00,4.101,1.6890
FALSE POSITIVE,4.176929219,0.9840,5.20030,7.0355e+04,0.405528,0.26657,31.35,0.0467,938.0,183.08,6.260000,187.00,5462.00,4.628,0.7080
FALSE POSITIVE,6.376219900,,2.24000,,,5.53358,,,,168.45,,,,,
CANDIDATE,9.781841930,,2.30000,,,,,,,,,,,,
CANDIDATE,8.177075100,0.4560,4.60800,4.4300e+01,0.006261,0.51167,0.83,0.0800,1115.0,365.09,12.180000,10.60,6501.00,4.281,1.2090
CANDIDATE,569.450510000,0.0010,9.63000,4.2540e+02,0.018909,5.68938,1.96,1.3564,225.0,0.61,460.000000,8.20,6117.00,4.496,0.9470
FALSE POSITIVE,0.823014905,1.2470,3.54260,8.5050e+02,0.280392,0.07020,22.17,0.0159,1482.0,1136.75,1.360000,130.50,4975.00,4.614,0.7240
FALSE POSITIVE,0.796815149,0.5240,1.07270,5.5900e+01,0.006943,3.57356,10.23,0.0210,5480.0,212663.45,4.931582,4.80,4897.00,2.464,13.4990
FALSE POSITIVE,26.951237675,1.0400,8.27486,8.6749e+04,0.487824,0.48415,146.33,0.2033,1082.0,324.38,26.490700,1451.70,6675.00,3.748,2.7470
FALSE POSITIVE,18.112088770,0.9820,6.78280,1.1663e+05,0.513822,0.75183,96.62,0.1576,1068.0,307.27,23.540000,217.70,7323.00,4.167,1.7220
CANDIDATE,4.845059850,0.9030,2.07800,2.9840e+02,0.019781,0.49339,1.54,0.0500,723.0,64.57,8.490000,10.70,4337.00,4.581,0.7140
FALSE POSITIVE,4.408295716,1.1590,3.62479,3.7964e+04,0.439752,0.50587,35.68,0.0492,942.0,186.23,8.039700,386.10,5496.00,4.607,0.7430
FALSE POSITIVE,8.665259912,1.2690,3.10880,1.8406e+03,0.315913,0.10860,82.42,0.0902,1378.0,852.84,7.550000,181.40,6071.00,3.796,2.3890
FALSE POSITIVE,4.726086185,0.6510,4.39793,1.8182e+05,0.439064,1.00412,41.38,0.0544,1032.0,267.96,10.583900,1564.30,5873.00,4.547,0.8630
FALSE POSITIVE,8.643550046,1.0760,3.12730,6.7299e+04,0.468421,2.39334,38.21,0.0772,779.0,87.16,21.144000,849.30,5679.00,4.605,0.7470
CANDIDATE,623.707740000,0.0030,6.68800,2.5090e+02,0.014650,18.37166,1.81,1.4479,258.0,1.05,723.000000,10.20,6626.00,4.347,1.1320
FALSE POSITIVE,1.519451820,0.5990,2.95000,1.3700e+01,0.003534,0.28219,0.50,0.0268,1901.0,3080.82,3.250000,9.60,6168.00,4.250,1.3070
FALSE POSITIVE,0.759755409,0.4550,2.73400,7.0000e+01,0.007807,0.27536,0.91,0.0172,2121.0,4773.08,2.033000,15.90,6090.00,4.447,1.0710
FALSE POSITIVE,5.082523739,0.2690,5.04732,2.7628e+05,0.494921,1.07010,61.88,0.0589,1266.0,606.33,11.347700,5286.20,6507.00,4.343,1.1450
FALSE POSITIVE,1.025472710,0.6510,1.99600,2.7000e+01,0.005034,0.53987,0.94,0.0222,2657.0,11800.82,3.110000,10.90,6862.00,4.114,1.7120
FALSE POSITIVE,1.025465924,0.8800,3.71841,1.5268e+05,0.519578,0.41631,106.84,0.0224,2710.0,12744.17,2.849700,1120.80,6700.00,4.041,1.8830
FALSE POSITIVE,74.985292949,0.9870,6.23451,1.0535e+05,0.495271,3.70210,49.22,0.3482,425.0,7.69,103.240000,1754.80,5955.00,4.520,0.9100
CANDIDATE,10.952103610,,1.50000,,,,,,,,,,,,
FALSE POSITIVE,25.762056721,0.4450,14.86940,4.4772e+05,0.667642,0.27537,74.87,0.1680,604.0,31.48,21.298100,3469.50,5539.00,4.393,1.0270
CANDIDATE,2.705816140,0.6199,6.56000,4.6900e+01,0.006560,0.04624,0.69,0.0365,1356.0,799.75,2.616000,41.80,5992.00,4.420,0.9610
FALSE POSITIVE,1.195516859,0.3270,6.17216,5.1381e+05,0.691753,0.25294,75.54,0.0221,1715.0,2045.19,2.673560,1153.40,5780.00,4.438,1.0000
FALSE POSITIVE,1.995728294,0.4650,6.43532,2.5188e+05,0.480699,0.19729,45.20,0.0285,1409.0,928.82,3.463200,1496.50,5807.00,4.455,0.8610
FALSE POSITIVE,10.768391927,0.0010,12.52520,1.0738e+05,0.294295,0.10138,52.80,0.0928,970.0,209.25,8.533600,2085.70,5226.00,3.970,1.6430
CANDIDATE,3.846151710,0.1530,2.24000,1.3710e+02,0.010763,2.88667,1.14,0.0488,1199.0,487.47,13.120000,9.30,6106.00,4.487,0.9660
FALSE POSITIVE,0.733724504,0.2570,2.20800,4.5900e+01,0.006287,0.58147,0.96,0.0154,2601.0,10830.96,2.548000,21.40,6175.00,4.099,1.4050
CANDIDATE,1.289408230,0.6280,3.65200,3.2100e+01,0.005428,0.13083,2.48,0.0286,3112.0,22119.66,2.260000,10.30,5826.00,3.465,4.1890
CANDIDATE,498.272690000,0.0481,8.92000,5.3400e+02,0.020824,6.27252,2.12,1.2449,214.0,0.50,435.000000,6.60,5618.00,4.514,0.9320
FALSE POSITIVE,5.088407870,0.5130,4.77204,3.8668e+05,0.640248,1.50823,55.30,0.0554,937.0,181.75,12.733000,3095.00,5618.00,4.583,0.7910
FALSE POSITIVE,18.527824075,0.1710,5.88678,7.6231e+04,0.255131,1.47404,64.66,0.1465,1080.0,322.19,29.907000,5547.20,6154.00,3.793,2.3210
FALSE POSITIVE,12.155241119,0.8250,6.84353,8.5532e+04,0.340205,0.37943,34.62,0.0969,788.0,91.20,14.364000,1767.80,5761.00,4.413,0.9320
CANDIDATE,11.049576600,0.2180,2.13000,1.0280e+02,0.009266,9.22859,0.83,0.0895,738.0,70.24,39.100000,5.70,5533.00,4.505,0.8190
CONFIRMED,4.485592150,0.4420,0.81610,2.2650e+03,0.044970,59.17312,0.95,0.0295,365.0,4.20,39.800000,15.00,3236.00,5.097,0.1930
FALSE POSITIVE,0.566789763,0.6376,4.00800,2.5400e+01,0.004848,0.09249,0.40,0.0126,1984.0,3662.84,1.162000,15.40,5799.00,4.600,0.7580
FALSE POSITIVE,0.566811926,0.6810,4.18100,8.2600e+01,0.008837,0.08557,0.91,0.0132,2293.0,6584.06,1.133000,22.50,6165.00,4.474,0.9420
FALSE POSITIVE,2.525386934,0.9340,3.71613,1.2488e+05,0.499372,0.70577,67.24,0.0386,1701.0,1982.55,6.196600,1003.00,6826.00,4.337,1.2330
FALSE POSITIVE,0.566801506,0.3690,1.73800,2.9500e+01,0.005078,0.83543,0.62,0.0135,2557.0,10156.53,2.421000,19.20,6398.00,4.358,1.1110
FALSE POSITIVE,0.566803738,0.6755,1.84810,1.0060e+02,0.009761,0.42643,1.13,0.0136,2450.0,8516.13,1.935000,33.10,6300.00,4.404,1.0570
FALSE POSITIVE,1.694217710,0.7340,4.16100,9.1100e+01,0.009417,0.08168,0.74,0.0251,1274.0,621.89,2.314000,15.00,5402.00,4.591,0.7170
CANDIDATE,13.808633100,0.0290,3.61300,2.0710e+02,0.013064,2.56528,1.09,0.1038,659.0,44.50,29.600000,9.00,5515.00,4.568,0.7610
CANDIDATE,4.259078410,0.3620,4.51300,2.8100e+01,0.004852,0.32638,0.70,0.0504,1253.0,583.12,6.790000,11.50,5560.00,4.173,1.3160
FALSE POSITIVE,2.739477089,1.1890,3.18229,3.2096e+04,0.437751,0.41187,50.48,0.0395,1475.0,1120.19,5.467000,593.60,6469.00,4.431,1.0560
FALSE POSITIVE,1.307761491,1.2370,2.22271,1.3941e+04,0.396962,0.35977,29.17,0.0203,1298.0,671.75,3.192100,531.50,5112.00,4.596,0.6730
FALSE POSITIVE,4.028671454,0.2940,8.12253,1.1397e+05,0.314179,0.13873,52.42,0.0535,1492.0,1169.87,4.919000,2152.80,6327.00,4.168,1.5280
FALSE POSITIVE,2.301187530,1.0330,7.82160,8.7537e+04,0.484238,0.06897,140.23,0.0423,2783.0,14194.09,2.682700,404.80,7970.00,3.871,2.6520
FALSE POSITIVE,0.449249224,0.4940,4.75650,4.1944e+05,0.675588,0.46224,95.83,0.0117,2941.0,17801.78,1.702100,1194.90,6338.00,4.239,1.2990
FALSE POSITIVE,0.687004402,0.6890,3.82900,9.3700e+01,0.009437,0.08886,2.89,0.0170,3535.0,36888.80,1.304000,45.00,6240.00,3.684,2.8030
FALSE POSITIVE,0.918399380,0.5190,4.47900,1.5210e+02,0.011479,0.08298,1.00,0.0174,1558.0,1389.28,1.547000,16.80,5222.00,4.556,0.7950
CANDIDATE,64.198372100,0.3470,0.93400,2.4820e+02,0.014753,576.70325,1.74,0.3034,506.0,15.49,501.000000,6.80,6088.00,4.329,1.0770
FALSE POSITIVE,0.943562840,0.5690,5.72100,1.3400e+01,0.003499,0.04581,0.76,0.0227,3176.0,23945.42,1.292000,16.00,7693.00,4.083,1.9840
FALSE POSITIVE,2.243569483,0.3810,4.14769,6.6328e+04,0.241376,0.45445,21.11,0.0310,1364.0,817.05,4.945000,1107.70,6081.00,4.526,0.8010
FALSE POSITIVE,8.258181993,0.6100,3.91220,3.1186e+05,0.600079,3.77574,58.19,0.0743,809.0,101.33,23.877000,2981.60,5306.00,4.445,0.8880
CANDIDATE,82.784820000,0.6820,7.52000,1.9040e+02,0.013391,0.69130,2.16,0.3793,501.0,14.88,63.000000,8.40,5749.00,4.123,1.4800
FALSE POSITIVE,1.811390530,1.1370,8.64000,7.7500e+01,0.145429,0.00902,14.47,0.0291,1466.0,1092.69,1.161000,12.50,5941.00,4.519,0.9110
CANDIDATE,2.437643800,0.1120,1.58700,2.7100e+01,0.004757,5.14395,0.79,0.0368,1686.0,1909.13,11.734000,8.80,5927.00,4.117,1.5300
CANDIDATE,0.721522907,0.8310,1.45210,2.2528e+04,0.161792,1.22080,11.04,0.0134,1475.0,1115.99,3.227000,815.30,4893.00,4.634,0.6250
FALSE POSITIVE,7.095205430,0.7780,3.69044,2.3268e+05,0.591183,3.19847,50.23,0.0688,813.0,103.28,20.418000,1959.20,5481.00,4.592,0.7780
FALSE POSITIVE,0.651731691,1.2550,2.46020,2.0524e+04,0.447326,0.34074,71.90,0.0142,2604.0,10815.86,1.970000,347.50,5791.00,4.052,1.4720
FALSE POSITIVE,0.508187430,0.7790,3.43300,5.4900e+01,0.007416,0.10717,1.26,0.0144,3274.0,27312.92,1.135000,29.10,7141.00,4.243,1.5600
FALSE POSITIVE,2.733989630,,1.52000,,,0.00833,,,,25373.90,,,,,
CANDIDATE,19.164449800,0.5250,3.55300,6.3800e+01,0.007503,2.29474,1.83,0.1538,988.0,225.26,35.500000,8.90,5877.00,3.860,2.2340
FALSE POSITIVE,40.069674617,0.7670,9.35640,4.1865e+04,0.207722,0.33534,27.38,0.2376,588.0,28.20,30.531900,1304.80,5911.00,4.321,1.2070
FALSE POSITIVE,55.884827000,0.7520,2.28300,4.9760e+02,0.022220,13.16279,2.11,0.2828,438.0,8.70,129.500000,7.70,5668.00,4.545,0.8680
FALSE POSITIVE,3.759384750,0.5050,1.18800,1.3310e+02,0.010770,12.70846,3.10,0.0452,1677.0,1868.97,21.170000,11.30,4976.00,3.534,2.6380
FALSE POSITIVE,10.684047700,1.0120,3.51500,8.1901e+04,0.462694,2.45623,26.43,0.0779,444.0,9.21,24.564000,395.30,3887.00,4.743,0.5230
FALSE POSITIVE,2.002808450,,1.22000,,,0.02416,,,,15763.18,,,,,
FALSE POSITIVE,10.674598360,1.2550,3.82706,1.6676e+04,0.422910,0.49021,68.58,0.1039,1083.0,325.55,14.346400,1845.60,6496.00,4.212,1.4850
FALSE POSITIVE,2.305097141,1.2860,1.93780,5.8800e+03,0.375137,0.34953,89.22,0.0438,2753.0,13581.41,4.610000,133.40,8851.00,4.085,2.1780
FALSE POSITIVE,0.974477904,1.2520,2.69834,8.8469e+03,0.377415,0.17041,618.37,0.0293,5205.0,172916.96,2.045200,801.70,5210.00,2.631,15.0040
FALSE POSITIVE,18.525917446,0.4150,5.90560,4.5566e+05,0.665088,3.18436,64.42,0.1361,618.0,34.58,38.658000,2246.90,5492.00,4.533,0.8870
CANDIDATE,4.157364720,0.2260,2.21700,2.0070e+02,0.012759,3.10422,1.09,0.0471,931.0,178.03,14.160000,11.20,5183.00,4.558,0.7820
FALSE POSITIVE,0.502454299,1.1700,2.31547,3.7454e+04,0.446730,0.51595,43.95,0.0121,2336.0,7025.25,1.902500,873.60,6134.00,4.498,0.9010
FALSE POSITIVE,27.308150159,0.1670,4.43906,3.8800e+05,0.583164,10.27580,47.06,0.1611,523.0,17.75,73.990000,820.90,5541.00,4.574,0.7390
FALSE POSITIVE,1.262742487,1.2130,1.74330,1.5911e+04,0.390852,0.74622,134.45,0.0263,2548.0,9925.41,3.980000,60.80,5273.00,3.621,3.1500
FALSE POSITIVE,0.595864630,,1.50000,,,0.05250,,,,931.51,,,,,
FALSE POSITIVE,1.222127938,1.2580,2.26130,2.4865e+03,0.319159,0.11395,30.32,0.0208,1470.0,1107.41,2.080000,200.90,5157.00,4.465,0.8700
FALSE POSITIVE,8.627475562,1.1410,4.65505,3.6784e+04,0.424975,0.45529,188.55,0.1002,1446.0,1031.92,12.145000,1157.50,5146.00,3.475,4.0630
FALSE POSITIVE,0.589753355,0.3180,0.60600,2.1600e+02,0.013925,20.16463,1.03,0.0125,1760.0,2262.14,7.180000,12.40,5414.00,4.648,0.6780
FALSE POSITIVE,2.751566365,1.0410,5.24030,7.2609e+04,0.457086,0.19340,42.98,0.0364,1171.0,445.35,4.260000,180.00,5461.00,4.497,0.8610
FALSE POSITIVE,0.760935268,0.5270,2.77023,3.7060e+05,0.639362,1.31222,35.68,0.0132,1285.0,640.66,3.424600,1289.00,4675.00,4.740,0.5110
CANDIDATE,2.012094000,0.0660,2.15700,7.4800e+01,0.007820,1.73802,0.99,0.0309,1523.0,1274.27,7.191700,9.10,5633.00,4.296,1.1620
FALSE POSITIVE,1.332587720,0.6340,5.18700,7.0800e+01,0.008054,0.05490,1.13,0.0234,1825.0,2625.26,1.727000,16.00,5576.00,4.201,1.2890
CANDIDATE,9.476705700,0.0030,3.89300,2.3050e+02,0.013848,1.41410,1.38,0.0879,841.0,118.13,18.860000,8.60,5911.00,4.519,0.9140
CANDIDATE,6.651714590,0.4080,2.32500,1.5150e+02,0.011219,3.54224,0.84,0.0628,713.0,61.01,20.230000,10.00,4889.00,4.637,0.6860
CANDIDATE,208.543350000,0.0010,9.85100,6.1460e+02,0.022302,1.96553,2.84,0.6732,321.0,2.52,165.320000,10.40,5533.00,4.275,1.1660
CANDIDATE,17.718978600,0.0500,4.10200,1.7680e+02,0.011983,2.23628,1.44,0.1304,713.0,61.01,33.400000,9.70,5566.00,4.329,1.0990
CANDIDATE,5.039585100,0.1968,4.55600,7.0100e+01,0.007685,0.43736,0.78,0.0552,1067.0,306.35,8.370000,9.60,5912.00,4.453,0.9240
CANDIDATE,7.643703630,0.7850,2.73800,7.0900e+01,0.008476,0.80132,1.85,0.0819,1334.0,748.70,13.530000,13.20,6120.00,3.934,2.0000
FALSE POSITIVE,1.353414369,1.2020,13.41600,6.1020e+02,0.230713,0.01936,216.31,0.0300,3617.0,40561.50,1.233000,100.80,4850.00,2.865,8.5860
FALSE POSITIVE,2.959063700,0.2957,28.81000,2.3600e+01,0.004506,0.00247,0.65,0.0403,1564.0,1415.74,1.046000,6.40,6192.00,4.195,1.3220
FALSE POSITIVE,1.806631432,0.5360,1.10200,2.1750e+02,0.013818,7.29632,1.05,0.0257,1059.0,297.98,10.800000,10.40,4606.00,4.591,0.6990
FALSE POSITIVE,15.066491533,0.9880,6.28520,1.0605e+05,0.498785,0.73696,88.56,0.1206,932.0,177.96,20.679000,893.00,5751.00,4.028,1.6260
FALSE POSITIVE,1.831829703,0.7880,7.28900,4.0509e+04,0.207158,0.04507,49.38,0.0273,2078.0,4410.65,1.999600,140.40,5269.00,3.667,2.1830
FALSE POSITIVE,0.738527259,1.1710,1.21740,4.2290e+02,0.194328,0.14229,49.08,0.0175,2978.0,18549.81,1.601000,104.10,5869.00,3.825,2.3130
FALSE POSITIVE,0.896270930,1.0620,2.20330,6.6994e+04,0.462389,0.88547,43.47,0.0172,1733.0,2129.33,3.350000,152.90,5551.00,4.493,0.8610
CANDIDATE,5.116836780,0.2860,3.11900,1.6140e+02,0.011703,1.30495,1.16,0.0582,1039.0,275.15,12.180000,9.20,5955.00,4.520,0.9100
FALSE POSITIVE,1.061003270,0.0834,1.67500,9.5900e+01,0.008961,1.97984,0.94,0.0207,1793.0,2443.69,4.900000,9.70,5966.00,4.493,0.9610
FALSE POSITIVE,0.922030594,1.2420,4.36700,1.3859e+04,0.394152,0.10034,49.63,0.0196,2194.0,5474.27,1.652000,331.70,6484.00,4.386,1.1530
FALSE POSITIVE,611.092990000,0.2171,15.22000,2.7000e+02,0.015100,1.42399,1.53,1.4167,215.0,0.51,304.100000,12.20,6032.00,4.508,0.9290
FALSE POSITIVE,24.714790706,0.7810,5.06776,2.0873e+05,0.552011,3.86751,112.24,0.1772,901.0,155.67,49.984000,5148.80,6300.00,3.982,1.8620
CANDIDATE,16.119144900,0.6704,3.03900,2.6220e+02,0.015667,2.15332,1.34,0.1125,619.0,34.70,30.900000,8.20,5319.00,4.514,0.7830
FALSE POSITIVE,3.632934700,,2.30000,,,0.00180,,,,10830.20,,,,,
FALSE POSITIVE,1.161947482,0.8150,4.46886,1.2990e+05,0.431738,0.23854,68.69,0.0232,2174.0,5300.40,2.572500,2435.40,6225.00,4.204,1.4570
FALSE POSITIVE,0.607191908,0.9170,1.30166,1.7369e+04,0.169749,1.09981,12.44,0.0122,1759.0,2251.28,2.777800,961.90,5370.00,4.598,0.6710
FALSE POSITIVE,2.250207300,0.2680,2.20300,2.6010e+02,0.014278,1.67707,19.94,0.0382,3637.0,41377.92,7.660000,7.80,4507.00,2.391,12.7870
CANDIDATE,17.992597300,0.6780,2.76200,1.9850e+02,0.013684,3.08292,1.62,0.1330,748.0,73.97,37.500000,8.70,5931.00,4.351,1.0870
FALSE POSITIVE,0.648775795,0.9610,4.34648,1.0882e+05,0.490732,0.24774,41.58,0.0136,1714.0,2038.54,1.766500,6873.90,5143.00,4.559,0.7760
FALSE POSITIVE,4.132521615,0.8770,12.49490,1.5625e+05,0.521136,0.04128,93.10,0.0518,1628.0,1660.29,3.340200,440.00,6567.00,4.045,1.6360
FALSE POSITIVE,410.885270000,100.1960,24.10000,2.0596e+03,99.230606,5.08731,200346.00,1.5122,774.0,84.63,357.000000,21.50,5015.00,2.340,18.4890
CANDIDATE,74.371666000,0.6894,12.59000,1.0280e+02,0.009895,0.12643,2.39,0.3445,767.0,81.88,33.300000,12.10,6865.00,3.742,2.2110
FALSE POSITIVE,0.938905082,0.5400,5.00453,3.5889e+05,0.627086,0.31528,205.64,0.0237,4281.0,79148.54,2.449200,2584.70,8615.00,3.784,3.0030
FALSE POSITIVE,0.938915320,0.0690,2.13400,3.9100e+01,0.005777,0.86113,1.13,0.0210,2667.0,11944.88,3.420000,8.20,6534.00,4.074,1.7970
FALSE POSITIVE,16.294213708,0.6120,6.01687,1.7401e+05,0.413232,1.30728,68.05,0.1322,929.0,176.22,26.375000,7486.20,6237.00,4.145,1.5080
FALSE POSITIVE,11.025202050,0.4390,12.80970,4.2976e+05,0.653041,0.18164,164.02,0.0977,1294.0,663.18,10.528700,2585.50,6047.00,3.724,2.3000
FALSE POSITIVE,10.819169459,0.2750,5.50262,4.3714e+05,0.626194,2.26064,67.76,0.0946,850.0,123.51,24.094600,5258.20,5955.00,4.429,0.9910
FALSE POSITIVE,2.680514453,0.3590,3.21178,1.9575e+05,0.415869,1.77927,48.86,0.0373,1431.0,989.89,8.776000,665.50,6038.00,4.356,1.0760
CANDIDATE,19.164111000,0.8050,2.77300,2.1590e+02,0.015058,1.79744,1.11,0.1269,519.0,17.12,32.700000,8.10,5103.00,4.650,0.6740
FALSE POSITIVE,1.053573674,1.3080,1.70116,3.0630e+03,0.371840,0.22446,299.87,0.0263,4319.0,81969.77,2.361600,445.30,5838.00,3.038,7.3850
FALSE POSITIVE,0.970085646,0.0350,1.12900,1.5300e+02,0.010926,5.93809,18.65,0.0241,5119.0,162048.58,6.660000,9.80,4555.00,2.346,15.6300
FALSE POSITIVE,63.520175250,0.3750,17.17590,3.2548e+04,0.163049,0.14125,77.10,0.3699,745.0,72.92,31.116000,1708.10,4938.00,3.388,4.3300
FALSE POSITIVE,11.300987626,0.6060,10.51990,3.2570e+05,0.614184,0.27716,97.12,0.1024,1019.0,254.84,12.322600,5027.80,6143.00,4.165,1.4480
FALSE POSITIVE,0.920987470,,2.04000,,,0.02309,,,,27890.55,,,,,
FALSE POSITIVE,2.182515126,0.9680,6.84130,1.1493e+05,0.499998,0.11070,128.15,0.0405,2703.0,12627.67,3.032000,861.60,8051.00,3.966,2.3470
FALSE POSITIVE,2.659418888,0.6340,6.98414,3.0523e+05,0.604473,0.23083,61.52,0.0376,1352.0,789.69,4.419100,5776.10,6156.00,4.500,0.9320
FALSE POSITIVE,2.316106740,0.4040,3.34700,3.3600e+01,0.005385,0.41836,0.70,0.0347,1559.0,1393.98,4.910000,13.00,6025.00,4.300,1.1930
CANDIDATE,13.516470800,0.1593,2.62800,1.4010e+02,0.010754,6.24592,0.88,0.1036,645.0,40.81,39.200000,7.10,5442.00,4.600,0.7470
FALSE POSITIVE,0.948683571,0.6910,1.67600,1.5090e+02,0.011996,0.75513,1.12,0.0186,1665.0,1815.32,3.300000,13.80,5576.00,4.556,0.8520
FALSE POSITIVE,1.655460560,0.1090,3.52000,1.2510e+02,0.010068,0.33739,0.90,0.0266,1331.0,743.75,3.656000,12.40,5438.00,4.574,0.8200
FALSE POSITIVE,1.655472351,0.8360,5.09197,1.7420e+05,0.528324,0.26423,125.25,0.0295,2546.0,9914.08,3.370200,823.80,6725.00,3.860,2.1710
FALSE POSITIVE,4.502790370,,6.72000,,,0.00110,,,,1017.15,,,,,
FALSE POSITIVE,1.759276227,1.0260,3.19585,3.2091e+04,0.303185,0.27663,40.79,0.0307,1861.0,2828.82,3.564000,2857.70,6656.00,4.351,1.2320
FALSE POSITIVE,1.092067920,0.3780,1.64600,1.0590e+02,0.009335,1.74198,0.74,0.0192,1320.0,715.46,4.790000,7.70,4856.00,4.609,0.7280
CANDIDATE,4.830141590,0.0340,0.95700,1.9200e+02,0.012676,48.23890,1.30,0.0549,1039.0,275.02,39.000000,11.70,5693.00,4.467,0.9390
CANDIDATE,2.411940570,0.5790,1.78700,6.7300e+01,0.007779,2.02488,1.35,0.0355,1654.0,1771.98,8.540000,10.60,5598.00,4.045,1.5940
FALSE POSITIVE,1.613014741,0.8820,4.39594,1.5212e+05,0.518451,0.35287,157.33,0.0335,3145.0,23173.20,3.647600,1096.10,7832.00,3.836,2.7790
FALSE POSITIVE,6.208918100,0.6977,2.29200,1.6640e+03,0.039866,2.00299,9.20,0.0666,1378.0,853.50,15.980000,8.40,5548.00,3.797,2.1130
FALSE POSITIVE,0.779962630,0.0723,3.36900,2.5700e+01,0.004639,0.20388,0.83,0.0168,2607.0,10919.82,1.872000,9.70,6002.00,4.032,1.6290
CANDIDATE,0.800263219,0.1600,0.72900,1.7050e+02,0.011898,17.51022,0.77,0.0140,1240.0,561.84,8.400000,13.20,4336.00,4.656,0.5900
FALSE POSITIVE,18.646323091,0.7420,8.85300,2.3100e+05,0.561645,0.58993,213.31,0.1589,1194.0,480.54,22.133100,2895.80,5786.00,3.542,3.4780
CANDIDATE,441.173690000,0.3151,14.82000,7.0200e+02,0.024204,1.05781,2.27,1.1175,217.0,0.52,222.000000,11.50,5610.00,4.551,0.8580
FALSE POSITIVE,3.667300500,0.1985,3.37300,1.4490e+02,0.010864,0.79163,0.62,0.0376,627.0,36.42,8.260000,9.10,3823.00,4.729,0.5190
FALSE POSITIVE,3.044771557,0.2950,11.05930,4.8782e+05,0.671470,0.09570,231.93,0.0522,2816.0,14849.39,3.606200,3684.90,8199.00,3.747,3.1630
FALSE POSITIVE,0.773144492,0.6940,4.05643,2.1596e+05,0.513647,0.35201,107.13,0.0187,2860.0,15791.97,2.232000,2947.80,6413.00,4.038,1.9100
FALSE POSITIVE,2.668111130,0.9911,22.49000,4.8300e+01,0.008982,0.00277,1.53,0.0411,1792.0,2439.28,1.013900,32.50,6593.00,4.164,1.5610
